YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,SOIL_TYPE,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUP
2004,Hassan,13478,257.4,37,Drained loam,Spray,2783,57,Blackgram,43311,Rabi,Y1,Low
2004,Hassan,15386,259.6,39,Drained loam,Drip,2,55.5,Blackgram,234581,Rabi,Y1,Low
2004,Kodagu,1619,256.3,27.1,Red ,Drip,23456,57,Coconut,2134,Rabi,Y1,Low
2004,Kodagu,1321,256.3,26.8,Red ,Drip,107809,55,Coconut,45186,Rabi,Y1,Low
2004,Kodagu,511,256.3,26.8,Red ,Drip,1132,56,Coconut,238542,Rabi,Y1,Low
2004,Kodagu,366,257.4,26.8,Red ,Drip,23960,54,Coconut,1516,Rabi,Y1,Low
2004,Kodagu,159,257.4,37,Red ,Drip,126487,58,Coconut,200000,Rabi,Y1,Low
2004,Kodagu,46,257.4,37,Red ,Drip,804,58,Coconut,4847,Rabi,Y1,Low
2004,Kasaragodu,219,259.6,38,Red ,Drip,34153,53,Ginger,44235,Rabi,Y1,Low
2004,Kasaragodu,111,259.6,39,Red ,Basin,2570,59.5,Ginger,203317,Rabi,Y1,Low
2004,Kasaragodu,74,353.1,39,Red ,Basin,27170,55,Ginger,2134,Rabi,Y1,Low
2004,Kasaragodu,16,355.3,41,Red ,Basin,1402,53.5,Ginger,238542,Rabi,Y1,Low
2004,Kasaragodu,33,356.4,42,Red ,Basin,23456,52.5,Ginger,1516,Rabi,Y1,Low
2004,Kasaragodu,5377,358.6,42,Red ,Basin,1132,57,Ginger,234779,Rabi,Y1,Low
2004,Kasaragodu,5968,359.7,43,Red ,Basin,23960,57.5,Ginger,1493,Rabi,Y1,Low
2004,Kasaragodu,6035,360.8,43,Red ,Basin,126487,57,Ginger,64409,Rabi,Y1,Low
2004,Gulbarga,159,256.3,161,Alluvial,Drip,283,57,Coconut,203317,Rabi,Y1,Low
2005,Gulbarga,9651,256.3,162,Alluvial,Drip,17690,57.5,Coconut,2134,Rabi,Y1,Low
2006,Gulbarga,46538,256.3,163,Alluvial,Drip,7157,57,Coconut,45186,Rabi,Y1,Low
2007,Gulbarga,131,257.4,164,Alluvial,Drip,8700,55,Coconut,238542,Rabi,Y1,Low
2008,Gulbarga,9819,257.4,165,Alluvial,Drip,41266,56,Coconut,1516,Rabi,Y1,Low
2009,Gulbarga,46220,257.4,166,Alluvial,Drip,8838,54,Coconut,57259,Rabi,Y1,Low
2006,Gulbarga,4,259.6,27,Sandy loam,Spray,187,57,Coconut,2644,Rabi,Y1,Low
2007,Gulbarga,14,259.6,27,Sandy loam,Spray,187,55,Coconut,44235,Rabi,Y1,Low
2005,Madikeri,1881,256.3,27,Red ,Drip,2331,60,Cocoa,1493,Rabi,Y1,Low
2006,Madikeri,1853,256.3,27,Red ,Drip,2088,57,Coffee,64409,Rabi,Y1,Low
2007,Madikeri,1845,256.3,27,Red ,Drip,2628,57,Coffee,249978,Rabi,Y1,Low
2008,Madikeri,1679,257.4,27,Red ,Drip,1939,54,Coffee,637,Rabi,Y1,Low
2009,Madikeri,1657,257.4,27,Red ,Drip,1871,54.5,Coffee,43311,Rabi,Y1,Low
2005,Hassan,46251,256.3,40,Gravelly sand,Basin,1868,55,Ginger,43562,Rabi,Y1,Low
2006,Hassan,159,256.3,41,Gravelly sand,Basin,127919,53,Ginger,200000,Rabi,Y1,Low
2007,Hassan,9651,256.3,41,Gravelly sand,Basin,75340,53.5,Ginger,4847,Rabi,Y1,Low
2008,Hassan,46538,257.4,41,Gravelly sand,Basin,29170,52.5,Ginger,51239,Rabi,Y1,Low
2009,Hassan,131,257.4,42,Gravelly sand,Basin,1901,56,Ginger,216396,Rabi,Y1,Low
2004,Hassan,6254,259.6,27,Medium textured clay,Drip,187,53.5,Blackgram,51239,Rabi,Y1,Low
2004,Kasaragodu,9651,257.4,27,Sandy loam,Spray,770,52.5,Coconut,200000,Rabi,Y1,Low
2004,Kasaragodu,46538,257.4,27,Sandy loam,Spray,395,56,Coconut,4847,Rabi,Y1,Low
2004,Kasaragodu,131,257.4,27,Sandy loam,Spray,187,57,Coconut,51239,Rabi,Y1,Low
2004,Kasaragodu,9821,259.6,27.2,Sandy loam,Spray,71,56,Coconut,203317,Rabi,Y1,Low
2004,Raichur,46218,259.6,27.2,Sandy loam,Spray,3961,54,Coconut,2134,Rabi,Y1,Low
2004,Gulbarga,6325,256.3,43,Sandy,Spray,109,50,Coconut,203317,Rabi,Y1,Low
2004,Gulbarga,6663,256.3,43,Sandy,Spray,3368,54,Coconut,2134,Rabi,Y1,Low
2004,Gulbarga,6751,256.3,128,Sandy,Drip,3671,53,Cocoa,45186,Rabi,Y1,Low
2004,Madikeri,15761,256.3,27.2,Alluvial,Drip,2805,57,Cardamum,24848,Rabi,Y1,Low
2004,Madikeri,15828,256.3,27.1,Alluvial,Drip,2331,60,Cardamum,761,Rabi,Y1,Low
2004,Madikeri,15994,256.3,27.1,Alluvial,Drip,2088,57,Pepper,45608,Rabi,Y1,Low
2004,Madikeri,16043,257.4,27.1,Alluvial,Drip,2628,57,Pepper,234581,Rabi,Y1,Low
2004,Madikeri,2832,257.4,26.8,Alluvial,Drip,1939,54,Pepper,646,Rabi,Y1,Low
2004,Madikeri,2320,257.4,26.8,Alluvial,Drip,1871,54.5,Pepper,43562,Rabi,Y1,Low
2004,Madikeri,1010,259.6,37,Alluvial,Drip,29170,59.5,Pepper,216396,Rabi,Y1,Low
2004,Madikeri,825,259.6,38,Alluvial,Basin,1901,55,Pepper,2644,Rabi,Y1,Low
2004,Chikmangaluru,74,256.3,27.2,Laterite,Basin,874,56,Ginger,216396,Rabi,Y1,Low
2004,Chikmangaluru,67,256.3,27.1,Laterite,Basin,592,57,Ginger,2644,Rabi,Y1,Low
2004,Chikmangaluru,16,256.3,27.1,Laterite,Basin,864,57.5,Ginger,44235,Rabi,Y1,Low
2005,Chikmangaluru,653,259.6,27.1,Medium textured ,Spray,2783,57,Groundnut,1493,Zaid,Y1,Low
2006,Chikmangaluru,11597,259.6,27.1,Medium textured ,Spray,1533,57,Groundnut,64409,Zaid,Y1,Low
2004,Hassan,46251,259.6,27,Alluvial,Drip,30362,56,Coconut,238542,Zaid,Y1,Low
2008,Hassan,4389,256.3,41,Sandy loam,Drip,382,57,Coconut,64409,Zaid,Y1,Low
2009,Hassan,4437,256.3,41,Sandy loam,Drip,19578,57,Coconut,249978,Zaid,Y1,Low
2004,Hassan,6751,353.1,27,Sandy loam,Drip,119359,55,Coconut,4847,Zaid,Y1,Low
2006,Hassan,7070,355.3,27,Sandy loam,Drip,17690,53.5,Coconut,216396,Zaid,Y1,Low
2007,Hassan,29,356.4,27.2,Sandy loam,Drip,7157,52.5,Coconut,2644,Zaid,Y1,Low
2009,Hassan,27,358.6,27.2,Sandy loam,Drip,41266,57,Coconut,203317,Zaid,Y1,Low
2004,Mangalore,557,257.4,27,Clay,Basin,118416,53,Coconut,2134,Zaid,Y1,Low
2008,Mangalore,100,259.6,27.1,Clay,Basin,172475,57,Coconut,57259,Zaid,Y1,Low
2009,Mangalore,68,259.6,27.1,Clay,Basin,177939,60,Coconut,234779,Zaid,Y1,Low
2006,Mangalore,46061,256.3,27.1,Loam,Spray,25,56,Coconut,2134,Zaid,Y1,Low
2007,Mangalore,421,256.3,27.1,Loam,Spray,4,57,Coconut,45186,Zaid,Y1,Low
2008,Mangalore,10657,256.3,27.1,Loam,Spray,9,57.5,Coconut,238542,Zaid,Y1,Low
2009,Mangalore,45878,257.4,26.8,Loam,Spray,12,57,Coconut,1516,Zaid,Y1,Low
2004,Davangere,5823,257.4,198,,Spray,806,57,Blackgram,43311,Zaid,Y1,Low
2005,Davangere,1151,257.4,199,,Spray,880,54,Blackgram,24848,Zaid,Y1,Low
2006,Davangere,11955,257.4,200,,Spray,770,54.5,Blackgram,761,Zaid,Y1,Low
2012,Hassan,15994,259.6,27.1,Red,Basin,1871,52.5,Ginger,51239,Kharif,Y2,Low
2013,Hassan,16043,259.6,27.1,Red,Basin,1868,56,Ginger,216396,Kharif,Y2,Low
2011,Mangalore,16,259.6,27.1,Sandy,Spray,2821,52,Groundnut,57259,Kharif,Y2,Low
2015,Mangalore,10657,256.3,27,Heavy cotton,Drip,4904,54,Cashew,234581,Kharif,Y2,Low
2010,Mangalore,144,353.1,26.8,Loam,Drip,1402,55,Coconut,45186,Rabi,Y2,Low
2012,Mangalore,46218,355.3,26.8,Loam,Drip,107809,54,Coconut,1516,Rabi,Y2,Low
2013,Mangalore,128,356.4,37,Loam,Drip,1132,58,Coconut,200000,Rabi,Y2,Low
2015,Mangalore,45936,358.6,37,Loam,Drip,126487,59,Coconut,51239,Rabi,Y2,Low
2010,Mysuru,4,257.4,151,Sandy clay loam,Drip,110579,55,Coconut,4847,Rabi,Y2,Low
2014,Mysuru,3,259.6,155,Sandy clay loam,Drip,291,56,Coconut,44235,Rabi,Y2,Low
2015,Mysuru,15,259.6,156,Sandy clay loam,Drip,17231,57,Coconut,203317,Rabi,Y2,Low
2011,Raichur,1798,256.3,199,Well drained,Basin,623687,51,Coconut,238542,Rabi,Y2,Low
2012,Raichur,1805,256.3,200,Well drained,Basin,63504,57,Coconut,1516,Rabi,Y2,Low
2013,Raichur,1831,256.3,201,Well drained,Basin,63931,57,Coconut,57259,Rabi,Y2,Low
2014,Raichur,1832,257.4,202,Well drained,Basin,73730,60,Coconut,234779,Rabi,Y2,Low
2015,Raichur,1867,257.4,203,Well drained,Basin,118416,57,Coconut,1493,Rabi,Y2,Low
2014,Raichur,1679,259.6,208,Well drained,Basin,177939,55.5,Coconut,24848,Rabi,Y2,Low
2015,Raichur,1657,259.6,209,Well drained,Basin,313547,58.5,Coconut,761,Rabi,Y2,Low
2013,Gulbarga,9651,257.4,40,Clay loam,Spray,2089,50,Coconut,203317,Rabi,Y2,Low
2014,Gulbarga,46538,257.4,40,Clay loam,Spray,2810,54,Coconut,2134,Rabi,Y2,Low
2015,Gulbarga,131,257.4,40,Clay loam,Drip,841,53,Cocoa,45186,Rabi,Y2,Low
2013,Gulbarga,128,259.6,170,Laterite,Drip,44313,50,Coconut,249978,Rabi,Y2,Low
2014,Gulbarga,9455,259.6,171,Laterite,Drip,45820,54,Coconut,637,Rabi,Y2,Low
2012,Gulbarga,35,256.3,214,Sandy loam,Basin,1533,58.5,Coconut,761,Rabi,Y2,Low
2013,Gulbarga,5,256.3,215,Sandy loam,Basin,1647,59.5,Coconut,45608,Rabi,Y2,Low
2014,Gulbarga,11,256.3,216,Sandy loam,Basin,975,55,Coconut,234581,Rabi,Y2,Low
2015,Gulbarga,3,257.4,217,Sandy loam,Basin,2,53,Coconut,646,Rabi,Y2,Low
2010,Madikeri,1619,257.4,27.2,Red ,Drip,1868,56.6,Coffee,24848,Rabi,Y2,Low
2014,Madikeri,159,259.6,27,Black,Drip,1901,55,Coffee,646,Rabi,Y2,Low
2015,Madikeri,46,259.6,27,Black,Drip,972,53,Coffee,43562,Rabi,Y2,Low
2010,Hassan,9819,257.4,42,Gravelly sand,Basin,972,57,Ginger,2644,Rabi,Y2,Low
2014,Hassan,46218,259.6,27,Loam,Basin,5373,56,Tea,45186,Rabi,Y2,Low
2015,Hassan,1151,259.6,27,Loam,Basin,6589,54,Tea,238542,Rabi,Y2,Low
2011,Hassan,8355,256.3,27,Medium textured clay,Spray,1647,57,Blackgram,43311,Rabi,Y2,Low
2012,Hassan,42480,256.3,27,Medium textured clay,Spray,975,54,Blackgram,24848,Rabi,Y2,Low
2013,Hassan,142,256.3,27,Medium textured clay,Spray,2,54.5,Blackgram,761,Rabi,Y2,Low
2014,Hassan,8084,257.4,27,Medium textured clay,Spray,836,56.6,Blackgram,45608,Rabi,Y2,Low
2015,Hassan,42291,257.4,27,Medium textured clay,Drip,806,55.5,Blackgram,234581,Rabi,Y2,Low
2013,Hassan,40197,259.6,27,Medium textured clay,Drip,121,52.5,Blackgram,216396,Rabi,Y2,Low
2013,Mysuru,1010,256.3,27,Sandy loam,Drip,22594,53,Coconut,57259,Rabi,Y2,Low
2014,Mysuru,825,256.3,27,Sandy loam,Drip,116481,52,Coconut,234779,Rabi,Y2,Low
2015,Mysuru,737,256.3,27,Sandy loam,Drip,316,51,Coconut,1493,Rabi,Y2,Low
2014,Mysuru,48,259.6,27.1,Sandy loam,Drip,18951,54.5,Coconut,45608,Rabi,Y2,Low
2015,Mysuru,2419,259.6,26.8,Sandy loam,Drip,110579,56.6,Coconut,234581,Rabi,Y2,Low
2014,Mysuru,1619,256.3,40,Sandy,Drip,42915,54,Coconut,57259,Rabi,Y2,Low
2015,Mysuru,1321,256.3,41,Sandy,Drip,9230,58,Coconut,234779,Rabi,Y2,Low
2013,Mysuru,219,259.6,27,Sandy,Basin,109506,57,Coconut,45608,Rabi,Y2,Low
2014,Mysuru,111,259.6,27,Sandy,Basin,114,57,Coconut,234581,Rabi,Y2,Low
2015,Kasaragodu,9830,256.3,42,Sandy loam,Basin,836,55,Coconut,234581,Rabi,Y2,Low
2011,Chikmangaluru,131,256.3,27,Medium textured ,Spray,4904,54,Groundnut,2644,Zaid,Y2,Low
2012,Chikmangaluru,9819,256.3,27,Medium textured ,Spray,2821,58,Groundnut,44235,Zaid,Y2,Low
2013,Chikmangaluru,46220,256.3,27,Medium textured ,Spray,3472,58,Groundnut,203317,Zaid,Y2,Low
2014,Chikmangaluru,144,257.4,27,Medium textured ,Spray,3647,59,Groundnut,2134,Zaid,Y2,Low
2015,Chikmangaluru,9821,257.4,27,Medium textured ,Spray,393,50,Groundnut,45186,Zaid,Y2,Low
2010,Hassan,46907,256.3,138,Alluvial,Drip,27170,55,Coconut,200000,Zaid,Y2,Low
2011,Hassan,653,256.3,139,Alluvial,Drip,114744,53,Coconut,4847,Zaid,Y2,Low
2012,Hassan,11597,256.3,140,Alluvial,Drip,1402,53.5,Coconut,51239,Zaid,Y2,Low
2013,Hassan,46061,257.4,141,Alluvial,Drip,23456,52.5,Coconut,216396,Zaid,Y2,Low
2014,Hassan,421,257.4,142,Alluvial,Drip,107809,56,Coconut,2644,Zaid,Y2,Low
2015,Hassan,10657,257.4,143,Alluvial,Drip,1132,57,Coconut,44235,Zaid,Y2,Low
2010,Hassan,4459,256.3,41,Sandy loam,Drip,121037,60,Coconut,637,Zaid,Y2,Low
2011,Hassan,4517,257.4,42,Sandy loam,Drip,231,57,Coconut,43311,Zaid,Y2,Low
2012,Hassan,4614,257.4,42,Sandy loam,Drip,18951,57,Coconut,24848,Zaid,Y2,Low
2013,Hassan,4657,257.4,42,Sandy loam,Drip,110579,54,Coconut,761,Zaid,Y2,Low
2010,Hassan,5,359.7,27,Sandy loam,Drip,8838,57.5,Coconut,2134,Zaid,Y2,Low
2011,Hassan,14,360.8,27,Sandy loam,Drip,8954,57,Coconut,45186,Zaid,Y2,Low
2015,Mangalore,1168,256.3,27,Sandy,Basin,61126,58,Coconut,51239,Zaid,Y2,Low
2010,Mangalore,185,257.4,26.8,Loam,Spray,2089,55,Coconut,200000,Zaid,Y2,Low
2011,Mangalore,9830,257.4,26.8,Loam,Spray,2810,56,Coconut,4847,Zaid,Y2,Low
2015,Mangalore,46538,259.6,38,Loam,Spray,3368,59,Coconut,44235,Zaid,Y2,Low
2012,Mysuru,7070,256.3,38,Alluvial,Drip,29170,55.5,Pepper,4847,Zaid,Y2,Low
2013,Mysuru,29,256.3,38,Alluvial,Drip,1901,58.5,Pepper,51239,Zaid,Y2,Low
2014,Mysuru,1,256.3,39,Alluvial,Drip,972,59.5,Pepper,216396,Zaid,Y2,Low
2015,Mysuru,27,257.4,39,Alluvial,Basin,874,55,Pepper,2644,Zaid,Y2,Low
2015,Kasaragodu,11,259.6,41,Alluvial,Basin,5518,57.5,Pepper,1516,Zaid,Y2,Low
2010,Davangere,46061,259.6,204,,Drip,121,59.5,Blackgram,43562,Zaid,Y2,Low
2011,Davangere,421,259.6,205,,Drip,103,55,Blackgram,200000,Zaid,Y2,Low
2017,Mangalore,159,256.3,27,Sandy,Spray,3138,55,Groundnut,51239,Kharif,Y3,Low
2018,Mangalore,46,256.3,27,Sandy,Spray,3423,56,Groundnut,216396,Kharif,Y3,Low
2016,Mangalore,45878,256.3,27,Heavy cotton,Drip,2821,53,Coconut,646,Kharif,Y3,Low
2017,Mangalore,185,256.3,27,Heavy cotton,Drip,3472,59.5,Coconut,43562,Kharif,Y3,Low
2018,Mangalore,9830,257.4,27,Loam,Drip,3647,55,Coconut,200000,Kharif,Y3,Low
2019,Mangalore,46251,257.4,27,Loam,Drip,393,53,Coconut,4847,Kharif,Y3,Low
2016,Mangalore,139,359.7,38,Loam,Drip,804,50,Ginger,216396,Rabi,Y3,Low
2017,Mangalore,9286,360.8,38,Loam,Drip,30362,54,Ginger,2644,Rabi,Y3,Low
2016,Raichur,1914,257.4,204,Well drained,Basin,130132,57,Coconut,64409,Rabi,Y3,Low
2016,Gulbarga,9830,256.3,39,Clay loam,Spray,4,58,Coconut,216396,Rabi,Y3,Low
2017,Gulbarga,46251,256.3,39,Clay loam,Spray,9,58,Coconut,2644,Rabi,Y3,Low
2018,Gulbarga,159,256.3,39,Clay loam,Spray,12,59,Coconut,44235,Rabi,Y3,Low
2016,Gulbarga,15,257.4,218,Sandy loam,Spray,836,53.5,Coconut,43562,Rabi,Y3,Low
2017,Gulbarga,3,257.4,219,Sandy loam,Spray,806,52.5,Coconut,200000,Rabi,Y3,Low
2016,Hassan,93,257.4,27.2,Medium textured clay,Drip,880,58.5,Blackgram,646,Rabi,Y3,Low
2016,Mysuru,557,257.4,27,Sandy loam,Drip,21400,57,Coconut,64409,Rabi,Y3,Low
2017,Mysuru,352,257.4,27.2,Sandy loam,Drip,122102,57,Coconut,249978,Rabi,Y3,Low
2016,Mysuru,190,257.4,27.2,Sandy loam,Drip,382,60,Coconut,637,Rabi,Y3,Low
2016,Mysuru,511,256.3,41,Sandy,Drip,44313,58,Coconut,1493,Rabi,Y3,Low
2017,Mysuru,366,257.4,41,Sandy,Drip,45820,59,Coconut,64409,Rabi,Y3,Low
2016,Mysuru,159,257.4,42,Sandy,Drip,49084,50,Coconut,249978,Rabi,Y3,Low
2017,Mysuru,46,257.4,42,Sandy,Drip,86311,54,Coconut,637,Rabi,Y3,Low
2016,Kasaragodu,46251,256.3,43,Sandy loam,Basin,806,53,Coconut,646,Rabi,Y3,Low
2017,Kasaragodu,159,256.3,27,Sandy loam,Spray,880,53.5,Coconut,43562,Rabi,Y3,Low
2016,Chikmangaluru,46218,257.4,27.2,Medium textured ,Spray,167,54,Groundnut,238542,Zaid,Y3,Low
2017,Hassan,6325,259.6,27,Sandy loam,Drip,291,58.5,Coconut,43562,Zaid,Y3,Low
2018,Hassan,6663,259.6,27,Sandy loam,Drip,17231,59.5,Coconut,200000,Zaid,Y3,Low
2016,Mangalore,4,256.3,27,Sandy,Basin,623687,58,Coconut,216396,Zaid,Y3,Low
2017,Mangalore,1010,256.3,27,Sandy,Basin,63504,59,Coconut,2644,Zaid,Y3,Low
2018,Mangalore,825,257.4,27,Sandy,Basin,63931,50,Coconut,44235,Zaid,Y3,Low
2019,Mangalore,737,257.4,27,Clay,Basin,73730,54,Coconut,203317,Zaid,Y3,Low
2016,Mangalore,131,259.6,38,Loam,Spray,3671,50,Coconut,203317,Zaid,Y3,Low
2016,Mysuru,5,257.4,39,Alluvial,Basin,592,53,Pepper,44235,Zaid,Y3,Low
2017,Mysuru,14,257.4,40,Alluvial,Basin,864,53.5,Pepper,203317,Zaid,Y3,Low
2016,Kasaragodu,3,259.6,41,Alluvial,Basin,4912,57,Arecanut,200000,Zaid,Y3,Low
2016,Davangere,6035,256.3,195,,Spray,975,57,Groundnut,64409,Zaid,Y3,Low
2017,Davangere,5288,256.3,196,,Spray,2,60,Groundnut,249978,Zaid,Y3,Low
2018,Davangere,293,256.3,197,,Spray,836,57,Blackgram,637,Zaid,Y3,Low
2009,Mangalore,4209,3020.82,39,Heavy cotton,Drip,836,55,Blackgram,200000,Kharif,Y1,Medium
2007,Mangalore,40197,3020.82,42,Sandy loam,Basin,804,54,Ginger,43311,Rabi,Y1,Medium
2008,Mangalore,99,3020.82,43,Sandy loam,Drip,30362,57,Coconut,200000,Rabi,Y1,Medium
2009,Mangalore,6142,3020.82,43,Sandy loam,Drip,124492,57.5,Coconut,4847,Rabi,Y1,Medium
2004,Madikeri,46907,3020.82,27.1,Drained loam,Drip,12,54,Cardamum,1493,Rabi,Y1,Medium
2008,Chikmangaluru,131,3020.82,27,Drained loam,Basin,4912,59,Arecanut,203317,Rabi,Y1,Medium
2009,Chikmangaluru,9819,3020.82,27,Drained loam,Basin,3830,50,Arecanut,2134,Rabi,Y1,Medium
2004,Hassan,29,3020.82,27,Clay loam,Spray,395,55.5,Paddy,51239,Rabi,Y1,Medium
2004,Hassan,1,3020.82,27,Clay loam,Spray,187,58.5,Paddy,216396,Rabi,Y1,Medium
2004,Hassan,27,3020.82,27,Clay loam,Spray,187,59.5,Paddy,2644,Rabi,Y1,Medium
2004,Hassan,557,3020.82,43,Drained loam,Drip,3290,56,Cashew,1516,Rabi,Y1,Medium
2004,Mangalore,352,3020.82,27,Drained loam,Drip,3138,57,Cashew,57259,Rabi,Y1,Medium
2004,Mangalore,190,3020.82,27,Drained loam,Drip,3423,57.5,Cashew,234779,Rabi,Y1,Medium
2006,Gulbarga,3611,3020.82,193,Laterite,Basin,14,57,Coconut,64409,Rabi,Y1,Medium
2007,Gulbarga,4389,3020.82,194,Laterite,Basin,56,55,Coconut,249978,Rabi,Y1,Medium
2008,Gulbarga,4437,3020.82,195,Laterite,Basin,26,56,Coconut,200000,Rabi,Y1,Medium
2007,Hassan,4323,3020.82,40,Black,Drip,2331,57,Pepper,234581,Rabi,Y1,Medium
2008,Hassan,3365,3020.82,40,Black,Drip,2088,54,Pepper,646,Rabi,Y1,Medium
2009,Hassan,3176,3020.82,27,Black,Drip,2628,54.5,Pepper,43562,Rabi,Y1,Medium
2008,Hassan,159,3020.82,27.2,Gravelly sand,Basin,5518,54,Arecanut,216396,Rabi,Y1,Medium
2009,Hassan,9651,3020.82,27.2,Gravelly sand,Basin,4912,58,Arecanut,2644,Rabi,Y1,Medium
2004,Raichur,93,3020.82,26.8,Sandy,Spray,3472,57,Coconut,45608,Rabi,Y1,Medium
2004,Raichur,7415,3020.82,26.8,Sandy,Spray,3647,54,Coconut,234581,Rabi,Y1,Medium
2004,Raichur,40107,3020.82,26.8,Sandy,Spray,393,54.5,Coconut,646,Rabi,Y1,Medium
2004,Gulbarga,15,3020.82,141,Sandy,Drip,972,59.5,Coffee,234581,Rabi,Y1,Medium
2004,Gulbarga,3,3020.82,142,Sandy,Drip,874,55,Coffee,646,Rabi,Y1,Medium
2004,Gulbarga,8,3020.82,143,Sandy,Drip,592,53,Coffee,43562,Rabi,Y1,Medium
2004,Madikeri,1805,3020.82,42,Sandy loam,Basin,12,59,Arecanut,203317,Rabi,Y1,Medium
2004,Madikeri,1831,3020.82,42,Sandy loam,Basin,2089,50,Arecanut,2134,Rabi,Y1,Medium
2004,Madikeri,1832,3020.82,43,Sandy loam,Basin,2810,54,Arecanut,45186,Rabi,Y1,Medium
2005,Chikmangaluru,4209,3020.82,39,Clay loam,Spray,836,57,Tea,24848,Zaid,Y1,Medium
2006,Chikmangaluru,4323,3020.82,40,Clay loam,Spray,806,57,Tea,761,Zaid,Y1,Medium
2007,Chikmangaluru,3365,3020.82,40,Clay loam,Spray,880,60,Tea,45608,Zaid,Y1,Medium
2004,Chikmangaluru,46220,3020.82,40,Alluvial,Drip,71,52.5,Blackgram,216396,Zaid,Y1,Medium
2005,Chikmangaluru,144,3020.82,40,Alluvial,Drip,3961,56,Blackgram,2644,Zaid,Y1,Medium
2006,Hassan,9821,3020.82,40,Alluvial,Drip,4247,59.5,Blackgram,44235,Zaid,Y1,Medium
2004,Hassan,43275,3020.82,27.2,Sandy loam,Basin,124492,57.5,Ginger,1493,Zaid,Y1,Medium
2009,Hassan,7,3020.82,26.8,Sandy,Basin,95,57,Coconut,234581,Zaid,Y1,Medium
2008,Mangalore,156,3020.82,42,Clay,Spray,3899,59,Coconut,1516,Zaid,Y1,Medium
2009,Mangalore,181,3020.82,43,Clay,Spray,4015,50,Coconut,57259,Zaid,Y1,Medium
2005,Raichur,1845,3020.82,174,Black,Spray,3290,59.5,Paddy,2644,Zaid,Y1,Medium
2006,Raichur,1679,3020.82,175,Black,Spray,3138,55,Paddy,44235,Zaid,Y1,Medium
2007,Raichur,1657,3020.82,176,Black,Spray,3423,53,Paddy,203317,Zaid,Y1,Medium
2011,Hassan,100,3020.82,40,Sandy,Spray,4912,52,Tea,637,Kharif,Y2,Medium
2012,Hassan,68,3020.82,40,Sandy,Spray,3830,51,Tea,43311,Kharif,Y2,Medium
2013,Hassan,48,3020.82,40,Sandy,Spray,313547,57,Tea,24848,Kharif,Y2,Medium
2010,Mangalore,4323,3020.82,40,Heavy cotton,Drip,806,53,Blackgram,4847,Kharif,Y2,Medium
2011,Mangalore,3365,3020.82,40,Heavy cotton,Drip,880,53.5,Blackgram,51239,Kharif,Y2,Medium
2013,Kasaragodu,15828,3020.82,178,Clay loam,Basin,19,55.5,Coconut,2644,Rabi,Y2,Medium
2014,Kasaragodu,15994,3020.82,179,Clay loam,Basin,54,58.5,Coconut,44235,Rabi,Y2,Medium
2015,Kasaragodu,16043,3020.82,180,Clay loam,Basin,13,59.5,Coconut,203317,Rabi,Y2,Medium
2013,Gulbarga,6038,3020.82,27,Sandy loam,Spray,4279,60,Coconut,24848,Rabi,Y2,Medium
2014,Gulbarga,5567,3020.82,27,Sandy loam,Spray,4167,57,Coconut,761,Rabi,Y2,Medium
2010,Chikmangaluru,46220,3020.82,27,Drained loam,Basin,4,54,Arecanut,45186,Rabi,Y2,Medium
2013,Raichur,1237,3020.82,140,Alluvial,Drip,343,50,Coconut,238542,Rabi,Y2,Medium
2014,Raichur,840,3020.82,141,Alluvial,Drip,23099,54,Coconut,1516,Rabi,Y2,Medium
2015,Raichur,311,3020.82,142,Alluvial,Drip,117826,53,Coconut,57259,Rabi,Y2,Medium
2014,Gulbarga,1168,3020.82,37,Red ,Spray,52,55,Coconut,216396,Rabi,Y2,Medium
2015,Gulbarga,4,3020.82,37,Red ,Spray,12,53,Coconut,2644,Rabi,Y2,Medium
2014,Hassan,10657,3020.82,26.8,Loam,Spray,4247,53.5,Paddy,2134,Rabi,Y2,Medium
2015,Hassan,45878,3020.82,37,Well drained,Spray,3290,52.5,Paddy,45186,Rabi,Y2,Medium
2014,Mangalore,1,3020.82,40,Laterite,Drip,2570,53,Coconut,4847,Rabi,Y2,Medium
2015,Mangalore,27,3020.82,40,Laterite,Drip,27170,53.5,Coconut,51239,Rabi,Y2,Medium
2015,Kodagu,12603,3020.82,137,Alluvial,Basin,1132,52.5,Ginger,1516,Rabi,Y2,Medium
2010,Hassan,26,3020.82,37,Sandy,Basin,19,60,Coconut,646,Zaid,Y2,Medium
2011,Hassan,1,3020.82,37,Sandy,Basin,54,57,Coconut,43562,Zaid,Y2,Medium
2010,Mangalore,185,3020.82,43,Loam,Spray,4279,54,Coconut,234779,Zaid,Y2,Medium
2014,Kodagu,6254,3020.82,27.2,Sandy loam,Drip,3830,57.5,Coffee,2644,Zaid,Y2,Medium
2015,Kodagu,40197,3020.82,27.2,Sandy loam,Drip,4,57,Cardamum,44235,Zaid,Y2,Medium
2013,Kasaragodu,15761,3020.82,144,Black,Basin,29170,59.5,Ginger,646,Zaid,Y2,Medium
2014,Kasaragodu,15828,3020.82,145,Black,Basin,1901,55,Ginger,43562,Zaid,Y2,Medium
